IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP114;IC_GROUP0;IC_GROUP1;IC_GROUP2
16515;Пять порций овощей и фруктов  – это сколько? ;15116;Y;;;;"Сбалансированным и разнообразным может быть следующий вариант: 

 - 1 среднее яблоко (100г.); 

 - 1 банан или апельсин или ложка сухофруктов (100 г.); 

 - 1 средний помидор и 1 небольшой огурец (100 г.); 

 - 1 небольшой перец и зеленый салат, зелень (100 г.); 

 - 3 столовый ложки с горкой тушеных овощей, например капусты (100 г.) 

Итого – 500 г. овощей и фруктов в день. Для здоровья микробиоты и организма в целом необходимо, чтобы хотя бы половина потребляемых овощей была сырой. Это тем более полезно, что у продуктов, не прошедших тепловую обработку, сохраняются в неизменном виде витамины и ниже гликемический индекс. ";text;;;text;;500;;;;;
16516;Что такое гликемический индекс и в чем его важность? ;15117;Y;;;;При потреблении продуктов в крови в большей или меньшей степени повышается уровень глюкозы. За эталон принято повышение уровня глюкозы в крови через 2 часа после потребления чистой глюкозы. Это и есть гликемический индекс (ГИ), который принят за 100. Чем выше ГИ продукта, тем больше он стимулирует выработку поджелудочной железой инсулина, который не только повышает аппетит, но и способствует превращению сахаров в жиры и их накоплению. ;text;;;text;;500;;;;;
16517;Какие продукты содержат высокий гликемический индекс?;15118;Y;;;;Продукты с высоким ГИ (70-100) – мед, кондитерские изделия, молочный шоколад, белый рис, белый хлеб, зерновые хлопья, сладкие газированные напитки, картофель фри, чипсы. ;text;;;text;;500;;;;;
16518;Какие продукты содержат средний и низкий гликемический индекс? ;15119;Y;;;;"Продукты со средним ГИ (50-69) – бананы, арбуз, абрикосы, ананас, дыня, свекла, кукуруза, коричневый рис, овсянка. Запеченный в мундире картофель, хлеб цельнозерновой и из муки грубого помола. 

У остальных овощей и фруктов, молочных продуктов, круп (гречка, булгур, киноа), орехов, бобовых и горького шоколада низкий НИ (до 50). 

ГИ возрастает при тепловой обработки и измельчении продуктов, поэтому предпочтительно готовить овощи целиком, а мясо большим куском. Для того чтобы снизить ГИ блюда, можно добавить немного растительного масла – оно замедляет всасывание углеводов. ";text;;;text;;500;;;;;
16519;Какой рацион должен быть при безглютеновой диете? ;15120;Y;;;;"В первую очередь из рациона должны быть удалены все без исключения продукты, содержащие глютен, в том числе скрытый.

Продукты, содержащие глютен:  ячмень, перловка, рожь и изделия из неё, пшеница и изделия из неё (в том числе булгур, полба, кускус, манка, смальта, любой вид макарон.  

Особое внимание нужно обратить на продукты содержащие скрытый глютен: пиво, соевый соус, готовые соусы на основе пшеницы. ";text;;;text;;500;;;;;
16520;Чем заменить глютен? ;15121;Y;;;;"Это очень важный и, можно сказать, ключевой вопрос, так как для многих пшеница является основным пищевым продуктом. Если возникла необходимость в исключении из рациона глютеносодержащих продуктов, необходимы альтернативы. К таким продуктам относятся безглютеновые крупы, а также бобовые: гречка, киноа, амарант, рис во всем его разнообразии, бобовые, такие как чечевица, маш, нут, фасоль. 

Кроме перечислен продуктов, при соблюдении безглютенового рациона в качестве альтернативы пшеничной муке может использоваться миндальная, кокосовая, льняная, рутовая, амарантовая, рисовая, кукурузная, гороховая мука.  ";text;;;text;;500;;;;;
16521;Безглютеновая диета и овсянка? ;15122;Y;;;;Овёс, овсянка, геркулес по своей природе не содержат глютен, однако эта крупа может загрязняться глютеном, если проходит обработку в том же предприятии, что и пшеница. В таком случае добросовестные производители указывают на упаковке, например геркулеса, что он содержит глютен.  ;text;;;text;;500;;;;;
16522;Как увеличить долю овощей и фруктов в рационе?;15123;Y;;;;"Если в Вашем рационе мало овощей и фруктов. Менять рацион надо постепенно, изменения должны нравиться, в противном случае они будут кратковременными. Попробуйте новые рецепты овощных блюд, добавляйте ягоды и фрукты в привычную утреннюю кашу, мюсли или йогурт. 

Берите овощи и фрукты с собой на работу – банан, яблоко, стеблевой сельдерей или очищенную морковку. Используйте их в качестве перекусов. Заменяйте один прием пищи на смузи – взбитые в блендере овощи, фрукты, ягоды, листовой салат и орехи с добавлением воды или молока. ";text;;;text;;500;;;;;
16523;Какие каши самые полезные? ;15124;Y;;;;"Цельнозерновые. К ним относят различные виды нешлифованного риса: дикий, коричневый, красный. Необработанный рис богат калием. Любимица диетологов гречневая крупа содержит много меди и флавоноидов, способствующих укреплению стенок сосудов. Цельнозерновая овсяная крупа требует замачивания и и относительно долгого приготовления, но повышенное содержание бета-глюканов (очень полезной клетчатки) искупает это неудобство. Ячмень (перловая крупа) содержит много клетчатки, витамина В3, селена, калия и фосфора, при этом он не калориен и имеет низкий гликемический индекс. Очень полезны также каши из полбы и булгура (разновидность пшеницы). Любителям экзотики можно посоветовать киноа. В этой крупе содержится большое количество белка и витаминов группы В, среди которых пиридоксин. Тиамин, рибофлавин, фолиевая кислота, пантотеновая кислота, ниацин. Она богата магнием, калием, медью и цинком. Кукурузная крупа менее питательна, чем другие крупы, поэтому полезна людям, склонным к избыточному весу. 

А вот белый (шлифованный рис), манную крупу. Геркулес быстрого приготовления стоит есть реже. Это рафинированные продукты, которые имеют высокий гликемический индекс и содержат не так много полезных веществ. ";text;;;text;;500;;;;;
16524;Какие бобовые самые полезные? ;15125;Y;;;;"Практически все бобовые полезны, т.к. содержат много клетчатки, растительных белков, а также витамины, микроэлементы и при этом имеют низкий гликемический индекс. Бобовые при регулярном употреблении могут снижать уровень «плохого» холестерина и глюкозы в крови. Именно поэтому их рекомендуют пациентам с сахарным диабетом. 

В горохе и фасоли содержатся полезные микроэлементы, витамины А, В1. В6, С, много растительного белка. Зеленый горошек укрепляет кости. Регулярное употребление гороха снижает риск развития онкологических заболеваний, стимулирует процессы регенерации в организме. 

Чечевица лидирует среди всех бобовых культур по содержанию железа. Кроме того, она богата витамином В1, незаменимыми аминокислотами и магнием и полезна при расстройствах пищеварения. 

Нут называют турецким горохом. Это источник лецитина. Рибофлавина (витамина В2), тиамина (витамина В1), никотиновой и пантотеновой кислот, холин. Нут богат белками и углеводами, как и все бобовые культуры. В нем также содержатся полезные для иммунитета и крови калий, магний и марганец. 

Соевые бобы являются источником большого количества генистеина - мощного антиоксиданта, который обладает широким биологическим действием, направленным против старения и развития онкологических заболеваний. ";text;;;text;;500;;;;;
16525;Как часто и сколько можно есть орехи?;15126;Y;;;;"Установлено, что потребление 30 г различных видов несоленых орехов в день снижает риск развития сердечно-сосудистых заболеваний. Прежде всего артериальной гипертонии. 

В то же время орехи, действительно, очень калорийны. Именно поэтому рекомендуется употреблять их именно в таком небольшом количестве. ";text;;;text;;500;;;;;
16526;Что такое белки и для чего они нужны? ;15127;Y;;;;"Белки – основной строительный материал для организма. Они входят в состав всех клеток организма человека и участвуют во всех этапах обмена веществ. Белки бывают животного происхождения и растительной природы. Белки, которые поступают с пищей, не могут сразу же использоваться для нужд организма. В пищеварительном тракте они при помощи ферментов расщепляются на аминокислоты, из которых потом организм строит «собственные» белки. 

 Основными источниками белков животного происхождения являются мясо, птица, рыба, молочные продукты и яйца. 

Растительные белки содержатся в грибах, бобовых (фасоль, горох, чечевица), соевых продуктах, злаках, орехах и некоторых овощах. Растительные белки полезны для организма, но ни не содержат все необходимые аминокислоты. 

1 г белка обеспечивает организму 4 ккал. ";text;;;text;;500;;;;;
16527;Что такое аминокислоты и для чего они нужны? ;15128;Y;;;;Основных аминокислот двадцать две. Причем девять из них организм не может синтезировать самостоятельно и получает их только с пищей. Все незаменимые аминокислоты содержатся в белках. Животные белки называют полноценными, поскольку они удовлетворяют все потребности организма. Люди потребляющие только растительную пищу, лишают свой организм незаменимых аминокислот.  ;text;;;text;;500;;;;;
16528;Как усваиваются животные и растительные белки?;15129;Y;;;;"Более чем на 90% усваиваются белки, содержащиеся в яйцах и молочных продуктах. 

До 90% - белки рыбы. 

До 70% - белки мяса и птицы. 

Около 50%  - белки зерновых. 

Около 45% - белки бобовых и овощей. 

Именно из-за низкой усвояемости растительных белков и отсутствия в них незаменимых аминокислот люди, которые полностью отказываются от белков животного происхождения (мяса, рыбы, яиц, молочных продуктов), нередко испытывают недостаток полноценных белков и сопутствующие этому симптомы: повышение утомляемости, снижение иммунитета, ухудшение состояния кожи и волос, анемию. ";text;;;text;;500;;;;;
16529;Сколько и какое мяса можно есть, чтобы не повредить здоровью? ;15130;Y;;;;"Мясо является важным продуктом питания. Оно – главный источник полноценного белка. В нем содержатся все незаменимые аминокислоты. Множество микроэлементов и витаминов. Это источник железа, необходимого для образования гемоглобина. 

В тоже время некоторые мясные продукты содержат большое количество жира, поэтому лучше выбирать максимально постное мясо – птицу, индейку. Крольчатину, мякоть говядины. Наиболее предпочтительные способы приготовления мяса – арка, тушение и запекание. В таком случае не придется добавлять при приготовлении лишний жир. 

Больше всего негативных фактов о влиянии на здоровье получено в отношении переработанного красного мяса. Его избыточное количество в рационе питания приводит к повышению смертности, общей и от сердечно-сосудистых заболеваний, поэтому потребление колбас и других переработанных мясных изделий лучше свести к минимуму. ";text;;;text;;500;;;;;
16530;Колбасные и мясные изделия – это вредно? ;15131;Y;;;;"Колбасы, сардельки, грудинка, готовые окорока и мясные паштеты избыточно калорийны за счет большого количества жира, причем часто замаскированного (например, в сосисках, колбасах, паштетах). Кроме того, все эти продукты содержат очень много соли. 

Предпочтение стоит отдавать домашней кулинарии: вместо колбасы к праздничному столу можно запечь окорок со специями и минимальным количеством жира. Это не менее вкусно и при этом не вредно для здоровья. ";text;;;text;;500;;;;;
16531;Сколько надо есть рыбы? ;15132;Y;;;;"Рекомендуется есть 2-3 порции рыбы в неделю. Одна порция – это примерно 100 г филе рыбы. Есть можно любую рыбу, которая нравится, но все же предпочтение стоит отдавать жирной океанической рыбе (из-за высокого содержания в ней омега-3-полиненасыщенных жирных кислот, оказывающих кардиопротективное действие). Рыбу жирных сортов нужно есть не менее 1 раза в неделю. Содержащийся в рыбе жир – рыбий жир – снижает уровень «плохого» холестерина. Существует даже аптечная форма рыбьего жира, в частности в виде желатиновых капсул. Однако широкого применения она не получила. Ученые считают, что оптимальным источником рыбьего жира являются не препараты, а сама жирная рыба. 

Жирная рыба – это сельдь, скумбрия, сайра, сардины. Палтус, лосось, килька, тунец, сиг, толстолобик. Если трудно готовить свежую рыбу, можно даже использовать консервированную (но не копченую) рыбу (скумбрию, сайру, сардины, сельдь, тунец в собственном соку). ";text;;;text;;500;;;;;
16532;Полезны ли молочные продукты?;15133;Y;;;;"Молочные продукты – важнейшие продукты питания. При этом. Учитывая растущую проблему ожирения, эксперты рекомендуют включать в рацион молочные продукты со сниженным содержанием жира: творог. нежирный сыр, молоко, кефир и простоквашу с содержанием жира до 2%. 

Людям, организм которых не может переварить молочный сахар (лактозу) из-за генетически обусловленного недостатка фермента лактозы, рекомендуется использовать безлактозные продукты. А кисломолочные продукты полезны во всех отношениях: это источник белка (в частности, важной для нормальной работы печени аминокислоты метионина) и кальция, необходимого для костей и зубов. Они содержат кисломолочные бактерии – помощь нашей микробиоте. ";text;;;text;;500;;;;;
16533;Лактоза и глюкоза в молочных продуктах - есть или не есть?;15134;Y;;;;"Основным углеводом молочных продуктов является лактоза - дисахарид, состоящий из двух молекул: глюкозы и галактоза. Первым аспектом споров является непереносимость лактозы. Это состояние может проявляться вздутием живота, газообразованием и диареей после употребления кисломолочных продуктов. Больше всего лактозы содержится непосредственно в молоке. В твороге, сыре и других кисломолочных продуктах молочного сахара значительно меньше. В некоторых случаях непереносимость может касаться только коровьего молока, тогда как на сыр или сливочное масло реакция отсутствует.  

Другой компонент молочных продуктов, который является предметом споров, - это казеин. Именно он, в большинстве случаев, вызывает расстройства пищеварения, проблемы с кожей и повышение маркёров воспаления.  

Если вы любите молочное, но опасаетесь возможной непереносимости, переключитесь на продукты из козьего молока ";text;;;text;;500;;;;;
16534;Стоит ли исключать жиры из рациона?;15135;Y;;;;"Человеческом организму ежедневно требуется примерно 20-30% жира от общей калорийности рациона, причем важны как животные, так и растительные жиры. Животные жиры – это важнейший источник энергии для организма, они необходимы для формирования клеточных мембран, синтеза гормонов, усвоения жирорастворимых витаминов. 

В растительных маслах содержатся не только полезные для здоровья омега-3 и омега-6, моно-и полиненасыщенные жирные кислоты, но и большое количество витаминов Е и А. Не стоит считать, что растительные жиры менее калорийны, чем животные. Все наоборот: если в 100 г сливочного масла содержится около 650-670 ккал, то в 100 г растительных масел – до 890 ккал! Именно поэтому жирами, как животными, так и растительными, злоупотреблять не стоит – это может привести к ожирению. 

Людям с высоким сердечно-сосудистым риском рекомендуется замещать в рационе насыщенные жиры на поли- и мононенасыщенные. ";text;;;text;;500;;;;;
16535;Какие растительные масла наиболее полезны здоровья? ;15136;Y;;;;"Оливковое масло – самое полезное из растительных масел из-за большого содержания омега-3 мононенасыщенных жирных кислот (олеиновой кислоты). Оно уменьшает уровень «плохого» холестерина, благотворно влияет на «хороший» холестерин и меньше, чем полиненасыщенные жирные кислоты, влияет на перекисное окисление липидов. Достаточно большое количетсов омега-3 мононенасыщенных жирных кислот содержат также рапсовое и льняное масла. 

Подсолнечное масло богато омега-6-полиненасыщенными жирными кислотами. Большое количество этих полезных жирных кислот и в кукурузном, соевом и хлопковом маслах. Все они снижают уровень «плохого» холестерина и увеличивают процессы перекисного окисления липидов. ";text;;;text;;500;;;;;
16536;Что такое трансжиры и почему они опасны? ;15137;Y;;;;"Трансжиры – это продукты гидрогенизации (присоединения атомов водорода) жидких жиров (растительных масел), которые образуются при изготовлении маргаринов. В малых количествах трансжиры присутствуют в натуральных мясных и молочных продуктах, а также образуются при жарке на растительных маслах. 

Многочисленные исследования достоверно показали, что употребление трансжиров связано с существенным ростов смертности от болезней сердца и сосудов. 

Всемирная организация здравоохранения и российские эксперты настоятельно рекомендуют отказаться от потребления трансжиров. Это значит, что в здоровом питании не место маргаринам, полуфабрикатам, продуктам глубокой зажарки (например, наггетсам), тортам, пирожным, печенью, которые были испечены не дома. А в случае использования так называемых спредов – пищевых продуктов на основе смеси молочных и растительных жиров, предназначенных для намазывания на хлеб, - следует внимательно ознакомиться с составом конкретного продукта, поскольку они могут как содержать, так и не содержать трансжиры в зависимости от используемой рецептуры.  ";text;;;text;;500;;;;;
16537;Какие вещества, кроме белков, жиров и углеводов, должны входить в сбалансированное питание? ;15138;Y;;;;Здоровая пища должна содержать не только питательные вещества в нужном количестве, но и микронутриенты – витамины и минералы. Они требуются организму в очень малых количествах (несколько граммов или миллиграммов в день). Витамины не являются строительным материалом или источником энергии, но протекание биохимических процессов без них невозможно. Они необходимы для усвоения питательных веществ, для роста и восстановления клеток и тканей, синтеза гормонов и других веществ. Недостаток витаминов в организме приводит к серьезным заболеваниям – авитаминозам. Все витамины делятся на две группы – жирорастворимые и водорастворимые. Жирорастворимые (А,Е,К,F, D) могут накапливаться в организме (в печени и жировой ткани) про запас. ;text;;;text;;500;;;;;
16538;Какие витамины играют важную роль для сохранения здоровья? ;15139;Y;;;;Витамин А – необходим для роста и развития организма, поддержания нормального зрения и состояния кожи и волос. При его недостатке развивается сухость кожи, волосы становятся ломкими и выпадают, снижается острота зрения. Витамин А содержится в печени жирных морских рыб, говяжьей и свиной печени, сливочном масле и яичном желтке. В желтых и зеленых овощах – моркови, тыкве, сладком перце, томатах, абрикосах и персиках, шиповнике, облепихе, шпинате, зеленом луке и брокколи – содержится провитамин А (каротин), который в организме человека способен трансформироваться в витамин А. Однако следует помнить, что каротин переходит в витамин А только в присутствии жиров (в этой связи в морковный сок часто добавляют сливки). ;text;;;text;;500;;;;;
16539;Витамин Е, полезные свойства? ;15140;Y;;;;Витамин Е является антиоксидантом, препятствует процессам старения и тромбообразования, необходим для работы иммунной системы, регенерации кожи. Витамином Е богаты растительные масла, яйца, рыба, облепиха, орехи) грецкие и миндаль), бобовые и авокадо. ;text;;;text;;500;;;;;
16540;Витамин D, что нового стало известно? ;15141;Y;;;;В последнее время открыли множество новых свойств витамин D. Давно было известно, что без этого витамина не усваивается кальций, что приводит к остеопорозу у взрослых и рахиту у детей. Теперь стала понятна роль витамина D в работе иммунной системы, системы свертывания крови, в функционировании щитовидной железы. Он способствует поддержанию мышечного тонуса, участвует в регуляции артериального давления и сердечного ритма, препятствует росту раковых клеток. Исследования по профилактике сердечно-сосудистых заболеваний с помощью добавок, содержащих витамин D, не подтвердили эффективность такого подхода. Витамин D содержится в молочных продуктах, рыбьем жире, икре, желтке. Он также вырабатывается в организме под действием солнечного света, но в наших широтах солнечного света недостаточно. У многих россиян имеется дефицит витамина D, который можно восполнить приемом аптечного препарата.;text;;;text;;500;;;;;
16541;Витамин F, полезные свойства? ;15142;Y;;;;Витамин F – это общее название для нескольких полиненасыщенных жирных кислот – линолевой, линоленовой и арахидоновой. Они участвуют в обмене жиров и помогают организму бороться с «плохим» холестерином. Витамин F содержится в растительных маслах, орехах, жирной рыбе. ;text;;;text;;500;;;;;
16542;Витамин К, полезные свойства?;15143;Y;;;;Участвует в регуляции свертываемости крови и выработке протромбина. Этот витамин синтезируется в организме и поступает с пищей. Он содержится в зеленых овощах (листовой салат, шпинат, крапива, петрушка), мясе, молоке, печени. ;text;;;text;;500;;;;;
16543;Витамин С, полезные свойства?;15144;Y;;;;Пожалуй, самый известный из витаминов. Он повышает устойчивость организма к инфекциям, защищает стенки сосудов и является сильнейшим антиоксидантом, замедляющих процессы старения. В большом количестве он содержится в сладком перце, черной смородине, плодах шиповника, лимонах и других цитрусовых, шпинате, квашеной капусте. Легко разрушается при термообработке. ;text;;;text;;500;;;;;
16544;Биотин, полезные свойства?;15145;Y;;;;Важен для здоровья кожи и волос, входит в состав ряда ферментов. Больше всего его в продуктах животного происхождения: печени, сыре, рыбе, яйцах.;text;;;text;;500;;;;;
16545;Фолиевая кислота, полезные свойства?;15146;Y;;;;Необходима для нормального развития плода при беременности и работы нервной системы, помогает бороться с «плохим» холестерином. Много фолиевой кислоты в листовых овощах, рыбе и печени. ;text;;;text;;500;;;;;
16546;Витамин В1, полезные свойства?;15147;Y;;;;Участвует в усвоении углеводов организмом. Недостаток витамина В1, ассоциируют прежде всего с поражением периферических нервов. Этот витамин в большом количестве находится в зерновых продуктах, бобовых, свинине (беконе), арахисе, дрожжах. ;text;;;text;;500;;;;;
16547;Витамин В2, полезные свойства?;15148;Y;;;;Витамин В2 имеет важное значение для нормального зрения, заживления ран и трофических язв. При недостатке этого витамина образуются трещины губ, языка и слизистой щек. Витамин В2, применяют при стоматите, трещинах сосков у кормящих матерей, длительно не заживающих ранах. Источники витамина В2 – мясные и молочные продукты, яйца, неочищенное зерно, отруби, дрожжи. ;text;;;text;;500;;;;;
16548;Витамин В6, полезные свойства?;15149;Y;;;;Витамин В6 принимает участие в обмене белка и отдельных аминокислот, а также в жировом обмене, кроветворении, необходим для работы нервной системы. Содержится в мясе, рыбе, яйцах, печени, бобовых, овощах. ;text;;;text;;500;;;;;
16549;Витамин В12, полезные свойства?;15150;Y;;;;Витамин В12 необходим для роста и нормального функционирования кровеносной и нервной систем. Содержится в основном в продуктах животного происхождения: мясе, молоке, субпродуктах, рыбе (сардинах), морепродуктах.  ;text;;;text;;500;;;;;
16550;Какую роль играет калий в организме человека?;15151;Y;;;;Калий (в паре с натрием) играет ключевую роль в регуляции водно-солевого обмена и артериального давления. Он необходим для нормального функционирования нервов и мышц, в том числе сердечной мышцы. При недостатке калия в организме возникают нарушения работы сердечной и скелетной мускулатуры. Больше всего калия содержат белая фасоль, сухофрукты (урюк, чернослив, изюм), морская капуста, абрикосы, бананы, дыня, киви, цитрусовые, ягоды, картофель, баклажаны, авокадо, шпинат, рыба.;text;;;text;;500;;;;;
16551;Какова роль кальция в организме человека?;15152;Y;;;;Кальций – основной строительный материал для костей и зубов, важный фактор для осуществления нервно-мышечной передачи, а также процессов свертывания крови. В организме около 1 кг кальция, и для того, сохранить это количество, необходимо потреблять не менее 1000 мг кальция в день (с целью профилактики остеопороза). Основными источниками кальция являются молочные продукты, сыры, петрушка, бобовые, соевые продукты, гречневая и овсяные крупы. ;text;;;text;;500;;;;;
16552;Важен ли маний и в каких продуктах его больше всего?;15153;Y;;;;Магний регулирует передачу нервных импульсов, напряжение и расслабление мышц, в том числе мышцы сердца и сосудистой стенки. Дефицит магния ассоциирован с повышенным риском инфаркта миокарда. Много минерального вещества в морской капусте, сухофруктах (черносливе и урюке), бобовых, орехах, рыбе, цельнозерновых продуктах.  ;text;;;text;;500;;;;;
16553;Недостаток железа: для кого он наиболее опасен?;15154;Y;;;;"Железо – один из основных компонентов гемоглобина. Оно необходимо для нормального кроветворения и тканевого дыхания. Основные источники железа в продуктах – печень, почки, говяжий язык, гречка, фасоль горох, шоколад, пшено, яблоки, груши, айва, инжир, шпинат, орехи. 

Наиболее широко распространен скрытый дефицит железа, при котором уровень гемоглобина остается нормальным, но страдают остальные функции организма, для обеспечения которых необходимо железо. При скрытом дефиците железа люди жалуются на частые простудные заболевания из-за снижения иммунитета, на высокую утомляемость, у них ухудшается состояние кожи, волос и ногтей. При более тяжелом дефиците железа, когда его запаса не хватает для синтеза достаточного количества гемоглобина, возникает целый спектр разнообразных нарушений, в том числе и со стороны сердечно-сосудистой системы. В легких случаях последствия ограничиваются учащенным сердцебиением. Для людей с сердечной недостаточностью и некоторыми пороками сердца может быть опасна даже легкая степень анемии. Следует отметить, что, несмотря на то, что железо содержится во многих продуктах, компенсировать значительных железодефицит можно только с помощью препаратов железа.  ";text;;;text;;500;;;;;
16554;Йод, полезные свойства?;15155;Y;;;;Один из компонентов гормонов щитовидной железы. В районах, где имеется недостаток йода в почте, воде и продуктах, у населения возникают йододефицитные состояния. Больше всего йода в морских водорослях и морепродуктах. ;text;;;text;;500;;;;;
16555;Марганец, полезные свойства?;15156;Y;;;;Марганец важен для обмена веществ и пищеварения. Содержится в растительных продуктах: бобовых, овощах, орехах. ;text;;;text;;500;;;;;
16556;Цинк, полезные свойства?;15157;Y;;;;Цинк входит в состав более чем 200 ферментов. Он необходим для нормального функционирования половых желез и кроветворения, поддержания здоровья кожи и волос. Цинк обладает также антиоксидантным эффектом. Недостаток цинка в организме может быть вызван курением и избыточным потреблением алкоголя. Цинком богаты мясо, птица, яйца, рыба, молочные и цельнозерновые продукты.  ;text;;;text;;500;;;;;
16557;Опасно ли употребление соли?;15158;Y;;;;Чем больше потребление соли, тем выше уровень артериального давления, обратное тоже верно. Следствием регулярного избыточного потребления соли могут стать серьезные заболевания: артериальная гипертония, остеопороз, мочекаменная болезнь, язвенная болезнь желудка и двенадцатиперстной кишки, ожирение.  ;text;;;text;;500;;;;;
16558;Сколько соли нужно организму?;15159;Y;;;;Общее потребление соли здоровым человеком не должно превышать 5 г. в сутки, включая и ту соль, которая содержится в уже готовых продуктах при их промышленном приготовлении. Учитывая, что население России избыточно потребляет соль (в среднем 12 г. в день) необходимо существенно (примерно в 2 раза) ограничить соль в рационе. Лучше использовать йодированную соль грубого помола. ;text;;;text;;100;;;;;
16559;В каких продуктах количество соли максимальное?;15160;Y;;;;Примерно 75% соли человек получает, употребляя готовые продукты, 25% - это соль, которая добавляется при приготовлении пищи дома. Наибольшее количество соли содержат полуфабрикаты, копчености, колбасы, фастфуд, соленья, соленая рыба, соленые сыры и снеки (орешки, чипсы, крекеры), соленые приправы, соусы (например, соевый соус), некоторые консервы. ;text;;;text;;100;;;;;
16560;Как сократить потребление соли?;15161;Y;;;;Не употребляйте колбасы, копчености, соленья и другие соленые продукты чаще 1 раза в неделю. Не досаливайте пищу как при ее приготовлении, так и за столом. Добавляйте свежую зелень, чеснок, лук, пряности из трав, чтобы сделать вкус пищи более насыщенным. Употребляйте больше продуктов, содержащих калий (курага, чернослив, абрикос, петрушка, картофель в мундире) и магний (отруби, орехи, овсяная крупа, фасоль). Это позволит сохранить баланс минеральных веществ (натрия, калия и магния) в организме. ;text;;;text;;100;;;;;
16561;Сколько жидкости необходимо человеку?;15162;Y;;;;"Около 1,5-2 л в день, включая воду, которая содержится в блюдах и напитках. Пить надо понемногу, но постоянно в течение дня. В жаркую погоду и при интенсивной физической нагрузке пить нужно больше, чтобы избежать обезвоживания. Понять, достаточно ли вы пьете, можно по цвету мочи: она должна быть светло-соломенного цвета. Если вы пьете мало жидкости, моча может приобрести интенсивно желтый цвет и потерять прозрачность. Утолять жажду надо простой водой комнатной температуры. Слишком холодная вода способна замедлить процессы пищеварения. Физиологи считают, что пить много воды во время еды не надо. Вода, выпитая во время еды нарушает процесс пищеварения, т.к. разбавляет желудочный сок. Соки, сладкие газированные напитки, пиво, коктейли жажду не утоляют. Необходимо учитывать, что кофе и некоторые разновидности чая обладают легким мочегонным эффектом. Учтите, потребность человека в жидкости зависит от многих факторов: пола, возраста (больше воды нужно молодым людям), веса, климата и уровня физической активности. 

 ";text;;;text;;100;;;;;
16562;Какой должна быть идеальная диета для профилактики сердечно-сосудистых заболеваний? ;15163;Y;;;;"Более всего подходит, так называемая, «средиземноморская диета». Жители стран Средиземноморского региона реже страдают от избыточного веса, повышенного давления, сахарного диабета 2-го типа, болезни Альцгеймера и реже умирают от сердечно-сосудистых заболеваний, чем жители других регионов Европы. Ученые уверены, что причина этого-особая система питания, которую назвали «средиземноморской диетой».  

Избыточное потребление красного мяса, животных жиров и пристрастие к фастфуду становятся причиной повышенного образования «плохого» холестерина – основной причины развития атеросклероза. Избыток соли, традиционный для копченостей, колбас и полуфабрикатов увеличивает риск развития гипертонии.  

В списке наиболее полезных для сердца продуктов особое место занимают фрукты и ягоды. Курага, урюк – сушеные абрикосы – богаты калием и природными антиоксидантами. Клюква содержит антиоксиданты и витамин С, но и помогает организму избавляться от излишков холестерина. Подобное воздействие оказывает и свежая вишня, в которой, к тому же есть кумарин – вещество, способное бороться с тромбами (сгустками крови, которые могут вызвать закупорку сосудов и стать причиной инфаркта миокарда или мозгового инсульта). Хорошим источником клетчатки, витаминов и минеральных веществ, необходимых для нормальной работы сердца, являются обычные яблоки. 

Жиры – это обязательный компонент любого сбалансированного рациона. Главное – правильно их выбрать.  

Исследования показывают, что ежедневное потребление полноценного овощного блюда почти на четверть сокращает риск сердечных заболеваний.  

В список особенно полезных стоит внести бобовые и цельнозерновые продукты. Продукты из сои не только содержат полезные вещества, но и борются с «плохим» холестерином. Не стоит забывать и про старый добрый «Геркулес», богатый клетчаткой и витаминами. Овсяная каша издавна считалась сытным и очень полезным завтраком.  ";text;;;text;;500;;;;;
16563;В чем секрет средиземноморской диеты? ;15164;Y;;;;"Основу средиземноморской диеты составляют свежие фрукты, овощи, цельнозерновые продукты, рыба, бобовые, орехи. Главным источником энергии являются цельнозерновые продукты и оливковое масло. Молочные продукты употребляются в виде йогурта и сыров. Красное мясо бывает на столе пару раз в месяц. Рыба и птица – 1-2 раза в неделю. Яйца не более 4 штук в неделю. Крепкие алкогольные напитки – для праздника, но красное вино, богатое антиоксидантами (полифенолами и флавоноидами), употребляется ежедневно в ограниченном количестве (как правило 1-2 бокала).  
";text;;;text;;500;;;;;
